"image","C","U","S","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"0000129.jpg",28,8,36,0.082481083536943,0.00629715762686018,0.0279825252759138,0.0164300166411538,-0.0446563521781049,-0.0172103865425403,-0.00769832019386963,0.0626049986026564,0.00803557989477079,0.0619986493868332
"0000130.jpg",13,28,41,-0.00307423621669873,-0.0278337907212082,0.0072798912138047,-0.0492152719902138,0.00619578593247674,-0.0171077434901932,-0.00570363154459555,-0.0608407656073873,0.0206964577078403,-0.00362102895042089
"0000132.jpg",3,13,16,0.0146547860007451,-0.0477391412420026,0.0906180764163026,-0.00695145676937756,-0.02692674275566,-0.000451914942793991,0.0583207784128769,-0.00306169370728691,0.0101098304446162,-0.0174642248754417
"0000133.jpg",4,9,13,-0.0179918122004226,-0.0416625946098217,0.0331116914194362,-0.00917352778264338,0.0293841723375566,9.05969216297223e-05,0.0503558683242283,0.0495647288815687,-0.00856285325373504,-0.00845573315469835
"0000134.jpg",25,7,32,0.0113295999808216,0.0751699253908861,-0.066342554295508,0.0233516678511601,-0.0808616005948105,-0.0277797283003419,-0.0222683766629396,0.00201756019888097,-0.00612141571682106,0.0500325823271614
"0000135.jpg",1,NA,NA,0.00465732303759451,0.00412668699378838,0.00265769445189308,0.00843069142263909,-0.00384475157075244,-0.00470091787081433,-0.00298556709040829,0.000259931039267219,-0.0144382015579031,0.00514142606488315
"0000136.jpg",15,34,49,-2.34133370031704e-05,-0.0878339725755741,0.0217630699051191,0.0763093092266107,0.0982548642638256,-0.059822183811316,-0.0190930663452454,0.0096516757030523,0.0342292889513833,0.0354535013880371
"0000138.jpg",15,27,42,0.00757822709750637,-0.0454093889342614,0.0808131594330605,0.0230499749668285,0.0556145606547454,-0.0393689060054593,-0.0466621830794549,0.142408763605795,-0.0103564739705511,0.0288072024541829
"0000139.jpg",17,19,36,-0.0389147103074463,0.054203596367889,0.0140286177961451,-0.017148862181422,-0.000813084925352923,0.0789843700248948,-0.0496570500260997,0.119413139905147,0.0191930213481391,0.0170106136062525
"0000141.jpg",13,18,31,-0.0123976896066617,-0.0659518649464728,-0.0188104052774091,0.0449160024586606,0.0750133248802181,0.0553502313598275,0.0526986059878931,-0.0247113438229609,0.00821171300626833,0.0153113830153839
"0000142.jpg",16,18,34,-0.0458266610868527,-0.001633819782081,-0.0357944187221592,0.00315192179388553,0.0295071725872093,0.0685426375808401,-0.00646385443995638,0.0166940172663639,0.0409715888220278,0.0362188210113235
"0000143.jpg",10,23,33,-0.0641504146092793,-0.033139663988479,0.0293501665324688,0.0255963863325928,-0.101985573252471,0.0366334013191086,0.0794649553320618,-0.0228025794516419,0.024317398567784,-0.00260897929576389
"0000144.jpg",30,11,41,0.150334925799442,-0.0962309815539893,-0.135386123642049,-0.0492510948436009,-0.171991404000243,-0.0524754340860737,0.0547644207887776,0.0719266608088236,0.00313852131234977,0.0868341835912889
